Title,Released,imdbRating,imdbID,Downloaded?
Die bitteren Tränen der Petra von Kant,1972-06-25,7.6,tt0068278,
Fat City,1972-06-26,7.3,tt0068575,
The Heartbreak Kid,1972-12-17,7,tt0068687,YT
Pink Flamingos,1972-03-17,6,tt0069089,
Sleuth,1972-12-10,8,tt0069281,YT
Super Fly,1972-08-04,6.4,tt0069332,L
The Sting,1973-12-25,8.3,tt0070735,
La maman et la putain,1973-05-01,7.8,tt0070359,
High Plains Drifter,1973-04-06,7.4,tt0068699,
Badlands,1973-10-15,7.7,tt0069762,YT
Papillon,1973-12-16,8,tt0070511,
The Long Goodbye,1973-03-07,7.5,tt0070334,
The Wicker Man,1973-12-06,7.5,tt0070917,
Enter the Dragon,1973-08-19,7.6,tt0070034,
Serpico,1973-12-05,7.7,tt0070666,
Don't Look Now,1973-10-16,7.2,tt0069995,
La nuit américaine,1973-05-14,8,tt0070460,YT
Mean Streets,1973-10-14,7.2,tt0070379,
Sleeper,1973-12-17,7.1,tt0070707,
Pat Garrett & Billy the Kid,1973-05-23,7.2,tt0070518,
Turks fruit,1973-02-22,7.1,tt0070842,
El espíritu de la colmena,1973-10-08,7.8,tt0070040,
The Harder They Come,1972-06-05,6.9,tt0070155,YT
La planète sauvage,1973-05-11,7.7,tt0070544,YT
Amarcord,1973-12-18,7.9,tt0071129,L
The Towering Inferno,1974-12-16,7,tt0072308,
Bring Me the Head of Alfredo Garcia,1974-08-07,7.4,tt0071249,
Dersu Uzala,1974-07-01,8.2,tt0071411,YT
The Conversation,1974-04-07,7.8,tt0071360,
Zerkalo,1975-03-07,8,tt0072443,YT
Blazing Saddles,1974-02-07,7.7,tt0071230,
Céline et Julie vont en bateau: Phantom Ladies Over Paris,1974-09-01,7.3,tt0071381,L
Angst essen Seele auf,1974-03-05,8,tt0071141,
The Rocky Horror Picture Show,1975-08-14,7.4,tt0073629,
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975-05-14,7.6,tt0073198,
O thiasos,1975-05-12,7.9,tt0073800,
Deewaar,1975-01-24,8,tt0072860,
Dog Day Afternoon,1975-09-20,8,tt0072890,
Maynila sa mga kuko ng liwanag,1975-07-16,7.8,tt0073363,
Faustrecht der Freiheit,1975-05-15,7.6,tt0072976,
Nashville,1975-06-11,7.7,tt0073440,
Salò o le 120 giornate di Sodoma,1975-11-23,5.8,tt0073650,
Cría cuervos,1976-01-26,7.9,tt0074360,
Picnic at Hanging Rock,1975-08-08,7.4,tt0073540,YT
India Song,1975-06-04,6.2,tt0073166,YT
The Man Who Fell to Earth,1976-03-18,6.6,tt0074851,
All the President's Men,1976-04-04,7.9,tt0074119,
The Outlaw Josey Wales,1976-06-30,7.8,tt0075029,
The Killing of a Chinese Bookie,1976-02-15,7.3,tt0074749,L
Carrie,1976-11-03,7.4,tt0074285,
Ai no korîda,1976-09-15,6.6,tt0074102,
Novecento,1976-05-21,7.7,tt0074084,
Voskhozhdenie,1977-04-02,8.2,tt0075404,
The Last Wave,1977-12-13,7,tt0076299,YT
Stroszek,1977-05-20,7.8,tt0075276,
Ceddo,1977-05-17,6.7,tt0077309,YT
Der amerikanische Freund,1977-03-26,7.4,tt0075675,
Suspiria,1977-02-01,7.3,tt0076786,
Sleeping Dogs,1977-07-13,6.3,tt0076725,
Last Chants for a Slow Dance,1977-08-31,6.1,tt0076293,
Czlowiek z marmuru,1977-02-25,7.7,tt0075902,
Killer of Sheep,1978-11-14,7.2,tt0076263,
Eraserhead,1977-03-19,7.3,tt0074486,
Soldaat van Oranje,1977-09-22,7.6,tt0076734,
The Hills Have Eyes,1977-07-22,6.3,tt0077681,YT
Days of Heaven,1978-09-13,7.8,tt0077405,
L'albero degli zoccoli,1978-09-21,7.8,tt0077138,N
The Chant of Jimmie Blacksmith,1978-06-21,7.3,tt0077318,
Up in Smoke,1978-09-15,6.9,tt0078446,
Shao Lin san shi liu fang,1978-02-02,7.7,tt0078243,
Wu du,1978-08-12,7,tt0077559,
My Brilliant Career,1979-08-17,7.1,tt0079596,
Die Ehe der Maria Braun,1978-05-22,7.7,tt0079095,
Stalker,1979-05-29,8.1,tt0079944,YT
Real Life,1979-03-02,7,tt0079781,
Breaking Away,1979-07-13,7.7,tt0078902,
Being There,1979-12-19,8,tt0078841,
The Muppet Movie,1979-05-31,7.6,tt0079588,
Cristo si è fermato a Eboli,1979-02-23,7.7,tt0079010,
Die Blechtrommel,1979-05-03,7.5,tt0078875,L
The Jerk,1979-12-14,7.1,tt0079367,
Kramer vs. Kramer,1979-12-19,7.8,tt0079417,
Ordinary People,1980-09-19,7.7,tt0081283,
Atlantic City,1980-09-03,7.3,tt0080388,
Le dernier métro,1980-09-17,7.4,tt0080610,
The Big Red One,1980-07-18,7.1,tt0080437,
Loulou,1980-09-03,6.7,tt0081076,
An American Werewolf in London,1981-08-21,7.5,tt0082010,
Diva,1981-03-11,7.1,tt0082269,
Gallipoli,1981-08-07,7.4,tt0082432,YT
Body Heat,1981-08-28,7.4,tt0082089,
Czlowiek z zelaza,1981-07-27,7.3,tt0082222,
Reds,1981-12-04,7.3,tt0082979,
Tre fratelli,1981-05-15,7.1,tt0083226,
The Evil Dead,1981-10-15,7.4,tt0083907,
Trop tôt/Trop tard,1981-11-08,5.6,tt0083230,
Yol,1982-05-15,8,tt0084934,
Diner,1982-03-02,7.1,tt0083833,
Tootsie,1982-12-17,7.4,tt0084805,
Fitzcarraldo,1982-03-05,8,tt0083946,
Gandhi,1982-11-30,8,tt0083987,
Fanny och Alexander,1982-12-17,8.1,tt0083922,
La notte di San Lorenzo,1982-09-16,7.3,tt0084422,
De stilte rond Christine M.,1982-02-18,6.6,tt0086369,
The Draughtsman's Contract,1982-09-04,7.2,tt0083851,
A Christmas Story,1983-11-18,7.9,tt0085334,
L'argent,1983-05-18,7.4,tt0085180,
The Big Chill,1983-09-28,7.1,tt0085244,
Sans soleil,1983-02-23,7.8,tt0084628,L
Narayama bushikô,1983-04-29,7.8,tt0084390,
Terms of Endearment,1983-11-23,7.4,tt0086425,
El Norte,1983-11-10,7.7,tt0085482,
De vierde man,1983-03-24,7.2,tt0086543,
Videodrome,1983-02-04,7.2,tt0086541,
Koyaanisqatsi,1982-04-28,8.2,tt0085809,YT
The King of Comedy,1982-12-18,7.8,tt0085794,
Local Hero,1983-02-17,7.3,tt0085859,L
Le dernier combat,1983-04-06,6.7,tt0085426,
The Natural,1984-05-11,7.4,tt0087781,
This Is Spinal Tap,1984-03-02,7.9,tt0088258,
A Passage to India,1984-12-14,7.3,tt0087892,
Beverly Hills Cop,1984-12-01,7.3,tt0086960,
The Killing Fields,1984-11-02,7.8,tt0087553,
Stranger Than Paradise,1984-10-01,7.4,tt0088184,
Utu,1983-01-01,6.9,tt0086497,
Prizzi's Honor,1984-06-14,6.7,tt0089841,
Tóngnián wangshì,1985-08-03,7.6,tt0090185,
Idi i smotri,1985-07-09,8.4,tt0091251,YT
Mishima: A Life in Four Chapters,1985-10-04,7.9,tt0089603,
Out of Africa,1985-12-18,7.1,tt0089755,
Kiss of the Spider Woman,1985-05-13,7.3,tt0089424,YT
The Quiet Earth,1985-10-18,6.7,tt0089869,
The Purple Rose of Cairo,1985-03-01,7.7,tt0089853,
Sans toit ni loi,1985-08-30,7.7,tt0089960,
Shoah,1985-04-30,8.7,tt0090015,
The Color Purple,1985-12-18,7.7,tt0088939,
A Room with a View,1985-12-13,7.2,tt0091867,
La historia oficial,1985-04-03,7.7,tt0089276,
Blue Velvet,1986-09-12,7.7,tt0090756,
Hannah and Her Sisters,1986-02-07,7.9,tt0091167,
She's Gotta Have It,1986-08-08,6.8,tt0091939,
Children of a Lesser God,1986-10-03,7.2,tt0090830,
Caravaggio,1986-08-29,6.5,tt0090798,
Salvador,1986-03-05,7.4,tt0091886,
Down by Law,1986-09-20,7.7,tt0090967,
Le déclin de l'empire américain,1986-06-19,7.1,tt0090985,
Do ma daan,1986-09-06,7.3,tt0090952,
The Fly,1986-08-15,7.6,tt0091064,
Top Gun,1986-05-12,6.9,tt0092099,
Dao ma zei,1986-01-01,6.9,tt0090907,YT
Au revoir les enfants,1987-08-29,8,tt0092593,
Yeelen,1987-05-07,7,tt0094349,YT
A' gai wak,1983-12-22,7.3,tt0085127,
A' gai wak 2,1987-08-19,7,tt0092501,
Der Himmel über Berlin,1987-05-17,8,tt0093191,
Withnail & I,1987-01-01,7.6,tt0094336,
Sien lui yau wan,1987-07-18,7.4,tt0093978,
Broadcast News,1987-12-16,7.2,tt0092699,
Babettes gæstebud,1987-08-28,7.8,tt0092603,
The Untouchables,1987-06-02,7.8,tt0094226,
Hong gao liang,1988-01-01,7.3,tt0093206,YT
Fatal Attraction,1987-09-16,6.9,tt0093010,
The Dead,1987-12-18,7.2,tt0092843,YT
Housekeeping,1987-11-25,7.2,tt0093225,
Bull Durham,1988-06-15,7,tt0094812,
Hôtel Terminus,1988-05-10,7.6,tt0095341,
"Mujeres al borde de un ataque de ""nervios""",1988-03-25,7.5,tt0095675,
Spoorloos,1988-10-27,7.7,tt0096163,
Neco z Alenky,1988-08-03,7.4,tt0095715,YT
Ariel,1988-10-21,7.5,tt0094675,
The Thin Blue Line,1988-03-18,8,tt0096257,
Akira,1988-07-16,8,tt0094625,
A Fish Called Wanda,1988-07-07,7.5,tt0095159,
Une histoire de vent,1988-09-09,6.9,tt0096337,YT
Dekalog,1989-05-16,9,tt0092337,
Rain Man,1988-12-16,8,tt0095953,
Dangerous Liaisons,1988-12-16,7.6,tt0094947,
Dead Ringers,1988-09-08,7.2,tt0094964,L
RoboCop,1987-07-17,7.6,tt0093870,
"Distant Voices, Still Lives",1988-09-29,7.4,tt0095037,
Topio stin omihli,1988-09-10,8,tt0096288,
Une affaire de femmes,1988-09-02,7.5,tt0096336,
The Accidental Tourist,1988-12-23,6.7,tt0094606,
Drowning by Numbers,1988-09-10,7.2,tt0092929,
Crimes and Misdemeanors,1989-10-13,7.8,tt0097123,
Glory,1989-12-15,7.8,tt0097441,
"The Cook, the Thief, His Wife & Her Lover",1989-09-11,7.5,tt0097108,
My Left Foot: The Story of Christy Brown,1989-02-24,7.9,tt0097937,
Dip huet seung hung,1989-07-06,7.8,tt0097202,
Drugstore Cowboy,1989-10-06,7.3,tt0097240,
Astenicheskiy sindrom,1989-12-01,6.6,tt0096841,YT
Do the Right Thing,1989-05-19,7.9,tt0097216,
The Unbelievable Truth,1989-05-15,7.2,tt0100842,YT
Roger & Me,1989-12-20,7.5,tt0098213,
"Sex, Lies, and Videotape",1989-01-20,7.2,tt0098724,
Bei qing cheng shi,1989-09-04,7.8,tt0096908,
Trust,1990-09-09,7.4,tt0103130,
S'en fout la mort,1990-09-05,6.7,tt0100536,
Nema-ye Nazdik,1990-02-01,8.2,tt0100234,
King of New York,1990-09-22,6.9,tt0099939,
Pretty Woman,1990-03-23,7.1,tt0100405,
Henry: Portrait of a Serial Killer,1986-09-24,7,tt0099763,L
Archangel,1991-07-19,6.4,tt0099053,
Total Recall,1990-06-01,7.5,tt0100802,
Europa Europa,1990-11-14,7.6,tt0099776,
Reversal of Fortune,1990-09-12,7.2,tt0100486,
Jacob's Ladder,1990-11-02,7.4,tt0099871,
Boyz n the Hood,1991-07-02,7.8,tt0101507,
La Belle Noiseuse,1991-05-14,7.5,tt0101428,
The Rapture,1991-09-06,6.3,tt0102757,
Guling jie shaonian sharen shijian,1991-07-27,8.3,tt0101985,YT
JFK,1991-12-20,8,tt0102138,
Slacker,1990-07-29,7,tt0102943,YT
Wong Fei Hung,1991-08-15,7.2,tt0103285,
My Own Private Idaho,1991-09-04,7,tt0102494,
Delicatessen,1991-04-17,7.6,tt0101700,
La double vie de Véronique,1991-05-15,7.7,tt0101765,
Tongues Untied,1989-10-26,7.1,tt0103099,YT
Da hong denglong gaogao gua,1991-09-10,8.1,tt0101640,YT
Hearts of Darkness: A Filmmaker's Apocalypse,1991-11-27,8.1,tt0102015,
Naked Lunch,1991-12-27,6.9,tt0102511,
Romper Stomper,1992-11-12,6.8,tt0105275,
Strictly Ballroom,1992-08-20,7.2,tt0105488,
The Player,1992-04-03,7.5,tt0105151,
Glengarry Glen Ross,1992-10-02,7.7,tt0104348,
Conte d'hiver,1992-01-29,7.2,tt0104008,
Ruan Ling Yu,1991-11-29,7.5,tt0102816,
C'est arrivé près de chez vous,1992-09-12,7.4,tt0103905,
The Crying Game,1992-09-02,7.2,tt0104036,
Dracula,1992-11-13,7.4,tt0103874,
Candyman,1992-09-11,6.7,tt0103919,
Aileen Wuornos: The Selling of a Serial Killer,1992-11-01,6.9,tt0103634,
Lan feng zheng,1993-09-12,7.5,tt0107358,
Philadelphia,1993-12-14,7.7,tt0107818,
Xi meng ren sheng,1993-01-01,7.1,tt0107157,
Short Cuts,1993-10-03,7.7,tt0108122,
Ba wang bie ji,1993-01-01,8.1,tt0106332,
The Piano,1993-05-15,7.5,tt0107822,N
Xi yan,1993-02-01,7.6,tt0107156,
Thirty Two Short Films About Glenn Gould,1993-09-07,7.3,tt0108328,YT
The Age of Innocence,1993-10-01,7.2,tt0106226,
The Last Seduction,1994-10-26,7,tt0110308,
Les roseaux sauvages,1994-06-01,7.3,tt0111019,N
Crumb,1995-04-28,8,tt0109508,
Heavenly Creatures,1994-10-14,7.3,tt0110005,
Muriel's Wedding,1994-09-15,7.2,tt0110598,
"The Adventures of Priscilla, Queen of the Desert",1994-05-15,7.5,tt0109045,
Hoop Dreams,1994-10-14,8.3,tt0110057,YT
Sátántangó,1994-02-08,8.3,tt0111341,
Four Weddings and a Funeral,1994-01-20,7.1,tt0109831,
Caro diario,1993-11-12,7.2,tt0109382,
Chung Hing sam lam,1994-07-14,8,tt0109424,
Lamerica,1994-09-09,7.4,tt0110299,
Deseret,1995-01-01,5.8,tt0131356,YT
Smoke,1995-06-09,7.4,tt0114478,
Badkonake sefid,1995-02-01,7.6,tt0112445,
Underground,1995-04-01,8.1,tt0114787,
Dilwale Dulhania Le Jayenge,1995-10-20,8,tt0112870,
Xích lô,1995-09-01,7.2,tt0112767,
Clueless,1995-07-19,6.9,tt0112697,
Safe,1995-01-25,7.1,tt0114323,
Dead Man,1995-05-26,7.5,tt0112817,
Kjærlighetens kjøtere,1995-09-29,7.3,tt0113557,
Strange Days,1995-10-06,7.2,tt0114558,
Gabbeh,1996-06-26,6.9,tt0116384,
Trois vies et une seule mort,1996-10-11,6.8,tt0117968,YT
Shine,1996-01-21,7.6,tt0117631,YT
Secrets & Lies,1996-05-10,8,tt0117589,
Lone Star,1996-05-10,7.4,tt0116905,
Breaking the Waves,1996-05-18,7.8,tt0115751,
The Pillow Book,1996-05-12,6.5,tt0114134,
The Ice Storm,1997-05-12,7.4,tt0119349,
Hana-bi,1997-09-03,7.7,tt0119250,
Boogie Nights,1997-09-11,7.9,tt0118749,
Funny Games,1997-05-14,7.5,tt0119167,
Abre los ojos,1997-12-19,7.7,tt0125659,
The Sweet Hereafter,1997-05-14,7.5,tt0120255,
Deconstructing Harry,1997-12-12,7.3,tt0118954,
Chun gwong cha sit,1997-05-17,7.7,tt0118845,
"Fast, Cheap & Out of Control",1997-09-07,7.1,tt0119107,
The Butcher Boy,1997-07-13,7.1,tt0118804,YT
Kundun,1997-12-25,7,tt0119485,
Mat i syn,1997-02-20,7.3,tt0119711,
Festen,1998-05-01,8.1,tt0154420,
Ringu,1998-01-31,7.2,tt0178868,YT
Happiness,1998-10-16,7.7,tt0147612,
The Thin Red Line,1998-12-25,7.6,tt0120863,
Tetsuo,1989-07-01,6.9,tt0096251,
Idioterne,1998-05-20,6.8,tt0154421,
Sombre,1998-08-06,5.9,tt0166808,
Three Kings,1999-10-01,7.1,tt0120188,
Ôdishon,1999-10-02,7.1,tt0235198,
Beau travail,1999-09-04,7.3,tt0209933,YT
Todo sobre mi madre,1999-04-16,7.8,tt0185125,
Gohatto,1999-12-18,6.8,tt0213682,
Bad ma ra khahad bord,1999-09-06,7.4,tt0209463,
"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",1999-05-16,6.7,tt0189142,
Juyuso seubgyuksageun,1999-10-02,6.9,tt0262246,
Les glaneurs et la glaneuse,2000-07-07,7.7,tt0247380,
Fa yeung nin wah,2000-05-20,8.1,tt0118694,
Kippur,2000-10-05,6.2,tt0218379,
Amores perros,2000-05-14,8.1,tt0245712,
Nueve reinas,2000-08-31,7.9,tt0247586,
La captive,2000-09-27,6,tt0216605,
"Ali Zaoua, prince de la rue",2000-09-08,7.4,tt0260688,
Meet the Parents,2000-10-06,7,tt0212338,
Signs & Wonders,2000-02-11,5.9,tt0230783,
Traffic,2000-12-27,7.6,tt0181865,
Dancer in the Dark,2000-05-17,7.9,tt0168629,YT
No Man's Land,2001-09-19,7.9,tt0283509,YT
Ni na bian ji dian,2001-05-17,7.3,tt0269746,
Y tu mamá también,2001-06-08,7.7,tt0245574,
Safar-e Ghandehar,2001-05-11,6.8,tt0283431,
La pianiste,2001-05-14,7.5,tt0254686,
La stanza del figlio,2001-03-09,7.3,tt0208990,
Moulin Rouge!,2001-05-09,7.6,tt0203009,
Monsoon Wedding,2001-08-30,7.3,tt0265343,YT
À ma soeur!,2001-02-10,6.4,tt0243255,
Lantana,2001-07-08,7.2,tt0259393,
A.I. Artificial Intelligence,2001-06-29,7.2,tt0212720,
Gangs of New York,2002-12-20,7.5,tt0217505,
Russkiy kovcheg,2002-05-22,7.3,tt0318034,
Bowling for Columbine,2002-05-16,8,tt0310793,
Hable con ella,2002-03-15,7.9,tt0287467,
Adaptation.,2002-12-06,7.7,tt0268126,
Far from Heaven,2002-09-02,7.3,tt0297884,
Ying xiong,2002-10-24,7.9,tt0299977,
Uzak,2002-10-01,7.5,tt0346094,
Rabbit-Proof Fence,2002-02-04,7.4,tt0252444,
Irréversible,2002-05-22,7.3,tt0290673,
Ônibus 174,2002-10-22,7.8,tt0340468,
Elephant,2003-05-18,7.1,tt0363589,
Aileen: Life and Death of a Serial Killer,2003-05-10,7.1,tt0364930,
Osama,2003-05-20,7.3,tt0368913,
Les invasions barbares,2003-05-21,7.5,tt0338135,
La meglio gioventù,2003-05-20,8.5,tt0346336,
Lost in Translation,2003-08-29,7.7,tt0335266,
Gegen die Wand,2004-02-12,7.9,tt0347048,
Le conseguenze dell'amore,2004-05-13,7.5,tt0398883,
Moolaadé,2004-05-15,7.6,tt0416991,
Fahrenheit 9/11,2004-05-17,7.5,tt0361596,YT
The Aviator,2004-12-14,7.5,tt0338751,
Bin-jip,2004-09-07,7.9,tt0423866,
Sideways,2004-09-13,7.5,tt0375063,
Un long dimanche de fiançailles,2004-10-27,7.6,tt0344510,
Tsotsi,2005-08-18,7.2,tt0468565,
"Va, vis et deviens",2005-02-11,7.8,tt0388505,
Paradise Now,2005-02-14,7.4,tt0445620,
Caché,2005-05-14,7.3,tt0387898,
Once,2007-01-20,7.8,tt0907657,
The Queen,2006-09-02,7.3,tt0436697,
Apocalypto,2006-12-08,7.8,tt0472043,
El laberinto del fauno,2006-05-27,8.2,tt0457430,
The Constant Gardener,2005-08-31,7.4,tt0387131,
Gwoemul,2006-07-27,7.1,tt0468492,
Children of Men,2006-09-03,7.9,tt0206634,
United 93,2006-04-28,7.6,tt0475276,
The Last King of Scotland,2006-09-01,7.6,tt0455590,
Babel,2006-05-23,7.5,tt0449467,
Volver,2006-03-17,7.6,tt0441909,
Little Miss Sunshine,2006-01-20,7.8,tt0449059,
Paranormal Activity,2007-10-14,6.3,tt1179904,
Paranormal Activity 2,2010-10-22,5.7,tt1536044,
Paranormal Activity 3,2011-10-14,5.8,tt1778304,
Paranormal Activity 4,2012-10-19,4.6,tt2109184,
Paranormal Activity: The Marked Ones,2014-01-03,5,tt2473682,
Paranormal Activity: The Ghost Dimension,2015-10-23,4.6,tt2473510,
Paranormal Activity: Next of Kin,2021-10-29,5.2,tt10515988,
La Môme,2007-02-08,7.6,tt0450188,
Atonement,2007-08-29,7.8,tt0783233,
Surfwise,2007-09-01,7.2,tt0479547,
The Bourne Identity,2002-06-06,7.9,tt0258463,
The Bourne Supremacy,2004-07-23,7.7,tt0372183,
The Bourne Ultimatum,2007-07-25,8,tt0440963,
Le scaphandre et le papillon,2007-05-22,8,tt0401383,
Låt den rätte komma in,2008-01-26,7.9,tt1139797,N
Joheunnom nabbeunnom isanghannom,2008-05-24,7.2,tt0901487,
The Wrestler,2008-09-05,7.9,tt1125849,
Entre les murs,2008-05-24,7.5,tt1068646,
Anvil: The Story of Anvil,2008-01-18,7.9,tt1157605,
Gomorra,2008-05-16,7,tt0929425,
District 9,2009-08-13,7.9,tt1136608,
An Education,2009-01-18,7.3,tt1174732,
Precious,2009-01-15,7.3,tt0929632,
Fish Tank,2009-05-14,7.3,tt1232776,
Das weiße Band - Eine deutsche Kindergeschichte,2009-05-21,7.8,tt1149362,
Nostalgia de la luz,2010-05-13,7.6,tt1556190,YT
Monsters,2010-03-13,6.4,tt1470827,
Four Lions,2010-01-23,7.3,tt1341167,
True Grit,2010-12-22,7.6,tt1403865,
Des hommes et des dieux,2010-05-18,7.2,tt1588337,
Senna,2010-10-07,8.5,tt1424432,
Cave of Forgotten Dreams,2010-09-13,7.4,tt1664894,
The Artist,2011-05-15,7.9,tt1655442,
Jodaeiye Nader az Simin,2011-02-15,8.3,tt1832382,
War Horse,2011-12-04,7.2,tt1568911,
The Descendants,2011-09-10,7.3,tt1033575,
Hugo,2011-10-10,7.5,tt0970179,
Le Havre,2011-05-17,7.2,tt1508675,
Shame,2011-09-04,7.2,tt1723811,
Tinker Tailor Soldier Spy,2011-09-05,7,tt1340800,
Bridesmaids,2011-04-28,6.8,tt1478338,
The Tree of Life,2011-05-16,6.8,tt0478304,
Le gamin au vélo,2011-05-15,7.4,tt1827512,
The Cabin in the Woods,2011-12-01,7,tt1259521,N
Wadjda,2012-08-31,7.5,tt2258858,
Lincoln,2012-10-08,7.3,tt0443272,
Life of Pi,2012-09-28,7.9,tt0454876,
Blancanieves,2012-09-08,7.5,tt1854513,
Amour,2012-05-20,7.9,tt1602620,
The Act of Killing,2012-08-31,8.2,tt2375605,
La grande bellezza,2013-05-21,7.7,tt2358891,
La vie d'Adèle,2013-05-23,7.7,tt2278871,N
Nebraska,2013-05-23,7.7,tt1821549,
Inside Llewyn Davis,2013-05-19,7.4,tt2042568,
American Hustle,2013-12-08,7.2,tt1800241,
Tian zhu ding,2013-05-17,7.1,tt2852400,
Ida,2013-09-07,7.4,tt2718492,
Under the Skin,2014-08-29,6.3,tt1441395,
Leviafan,2014-05-23,7.6,tt2802154,
Citizenfour,2014-10-10,8,tt4044364,
The Look of Silence,2014-08-28,8.3,tt3521134,
Saul fia,2015-05-15,7.4,tt3808342,
Bridge of Spies,2015-10-04,7.6,tt3682448,
Tangerine,2015-01-23,7.1,tt3824458,
Victoria,2015-02-07,7.6,tt4226388,
Jackie,2016-09-07,6.7,tt1619029,
Toni Erdmann,2016-05-14,7.3,tt4048272,
Under the Shadow,2016-01-23,6.8,tt4273292,
Manchester by the Sea,2016-01-23,7.8,tt4034228,
"I, Daniel Blake",2016-05-13,7.8,tt5168192,
13th,2016-09-30,8.2,tt5895028,
Ah-ga-ssi,2016-05-14,8.1,tt4016934,
Dawson City: Frozen Time,2016-09-05,7.6,tt5215486,
Lady Macbeth,2016-09-10,6.8,tt4291600,
Phantom Thread,2017-12-11,7.4,tt5776858,
The Greatest Showman,2017-12-08,7.5,tt1485796,
Crazy Rich Asians,2018-08-07,6.9,tt3104988,
Capharnaüm,2018-05-17,8.4,tt8267604,
Roma,2018-08-30,7.7,tt6155172,N
Hereditary,2018-01-21,7.3,tt7784604,
The Favourite,2018-08-30,7.5,tt5083738,
Sorry to Bother You,2018-01-20,6.9,tt5688932,
Portrait de la jeune fille en feu,2019-05-19,8.1,tt8613070,
For Sama,2019-03-11,8.5,tt9617456,
Booksmart,2019-03-10,7.1,tt1489887,
The Farewell,2019-01-25,7.5,tt8637428,
Monos,2019-01-27,6.9,tt6062774,
The Vast of Night,2019-01-26,6.7,tt6803046,
The Assistant,2019-08-30,6.4,tt9000224,
Rocks,2019-09-05,7.4,tt9067182,
Saint Maud,2019-09-08,6.7,tt7557108,
Tenet,2020-08-26,7.3,tt6723592,
Ma Rainey's Black Bottom,2020-11-25,6.9,tt10514222,
Never Rarely Sometimes Always,2020-01-24,7.4,tt7772582,
Lovers Rock,2020-09-24,7.5,tt10551102,
Nomadland,2020-09-11,7.3,tt9770150,
Dog Star Man: Part II,2004-04-09,6.4,tt0284060,
Dog Star Man: Part III,2004-04-09,6.4,tt0284061,
Dog Star Man: Part IV,2004-04-09,6.3,tt0058026,